idimovel,localizacao,proprietario,preco_compra,preco_aluguel
7969,"Estrada Marques, 3
Vila Da Luz
71597-794 Pereira / MA",Dr. Oliver Ribeiro,355618,4278
26962,"Residencial Aparecida
Olaria
35419-080 Araújo / TO",João Gabriel Abreu,290550,1836
58912,"Aeroporto Ana Clara Camargo, 124
Vila Paraíso
07320036 Aparecida de Lima / PR",Bianca Pires,280547,3287
36784,"Rodovia de Pastor
Palmeiras
43982-372 da Mota / AC",Maysa Alves,721844,4017
22482,"Quadra de Souza, 198
São Jorge 1ª Seção
11094652 Jesus de da Rocha / PB",Pedro da Mota,444154,4994
48610,"Residencial de Machado, 10
Nossa Senhora Da Conceição
51800714 Câmara / RJ",Emilly Ribeiro,818696,3623
96081,"Trecho de Pacheco, 62
Santa Cruz
52327013 Rocha / PR",Dr. Joaquim Costela,782905,707
34920,"Aeroporto Campos, 14
Vila Nova
22708-591 Machado de Leão / MG",Gabriel Ribeiro,206796,2571
8075,"Vila de Leão, 17
Leonina
78387-898 Carvalho / RR",Dr. José Pedro Fogaça,756721,3223
27842,"Largo Maria Flor Nunes, 87
Luxemburgo
36046235 Azevedo / AP",Luigi Jesus,664335,3364
75272,"Chácara de Azevedo, 521
Coração De Jesus
71028-851 Araújo da Serra / TO",Ian Caldeira,844958,2773
66799,"Vereda Montenegro, 6
Vila Engenho Nogueira
33163-633 Almeida do Galho / PA",Lucca Fogaça,353938,4918
97152,"Viela de Vasconcelos, 981
Chácara Leonina
12153271 Peixoto / RR",Leandro da Mota,644804,4503
79739,"Estação Camargo, 52
Vila São Gabriel Jacui
23492439 da Costa de Fernandes / AM",Dr. Liam Sá,784621,1718
45013,"Conjunto Marcelo Ramos, 23
Pantanal
23500-361 Pacheco da Prata / PE",José Pedro Brito,904023,2887
25101,"Residencial Albuquerque, 655
Diamante
48514-003 Jesus / CE",Breno das Neves,418198,4802
90629,"Ladeira de Mendonça, 2
Esperança
97333-794 Souza / MG",Maria Flor Nogueira,676869,2679
95037,"Setor Castro, 12
Trevo
38625-765 Azevedo / SC",Valentim Martins,401350,2495
81884,"Quadra Duarte
Vila Maloca
37943-710 da Cunha de Brito / RN",Srta. Liz Farias,782392,4069
36618,"Esplanada Ribeiro, 57
Camponesa 1ª Seção
35571-549 Moreira / PI",Raul Costela,627956,1627
70217,"Viaduto Otávio da Conceição, 596
Manacas
29274446 Mendes / AC",Pedro Henrique Vargas,740720,3012
13439,"Conjunto Maria Eduarda da Rosa, 60
Nova Vista
92255-849 Fogaça / AC",Matteo Santos,264596,2916
71463,"Trevo Rodrigues, 761
Universitário
87808-575 Viana / PE",Aurora Moraes,994823,3371
30532,"Parque de Azevedo, 59
Savassi
23586-255 Fernandes da Praia / BA",Leandro Pimenta,72555,3319
28873,"Loteamento Isaque Abreu, 6
São Jorge 1ª Seção
96858-941 Aparecida Verde / SC",Brayan Jesus,639350,3578
63477,"Travessa de Pinto, 73
Vila Santo Antônio
57200-303 Nunes do Norte / GO",Aylla Rezende,211248,4781
20031,"Loteamento Maitê Araújo, 96
Santo André
04362-690 Costa / BA",Sr. José Pedro da Rocha,194486,4183
93435,"Viaduto Antony Rocha, 283
Manacas
67000-303 Campos de Goiás / GO",Liam Cunha,94664,2943
92885,"Vila Caio Alves, 74
Nossa Senhora Do Rosário
78544-782 Ramos / RO",Maria Fernanda Cavalcanti,896474,4511
54659,"Esplanada de Macedo
Confisco
02088659 Cunha / CE",Bryan Marques,393020,747
68125,"Vale Carlos Eduardo Vargas, 84
Vila Cemig
30606-432 Freitas / PE",Mariah Monteiro,738253,1202
98786,"Trecho de Ramos, 736
Vila Esplanada
74885796 Vieira da Praia / AC",Sr. Felipe Martins,307302,4639
28305,"Residencial Luana Costela
Mirante
06601-291 Cunha de Minas / MS",Dr. Caleb Santos,878651,1259
23993,"Ladeira Viana, 4
Minas Brasil
25834432 Aparecida de Porto / PI",Fernanda Rodrigues,684759,1605
87601,"Morro Eloah Ferreira, 41
Pantanal
21801-272 Moreira / DF",Murilo Sales,929038,2078
63106,"Sítio Cunha
Ouro Preto
40279-880 da Rosa do Oeste / AP",Aylla Vieira,671805,4404
71924,"Morro Théo Duarte, 8
Vila Califórnia
81075-936 Vieira do Amparo / MG",Luna Freitas,143533,1470
48157,"Aeroporto Gael Melo, 9
Bairro Das Indústrias Ii
90655-286 Barbosa / MG",Davi Sousa,592190,673
8175,"Núcleo Moura, 9
Vila Aeroporto Jaraguá
25751076 Sá / MA",Isabela Pires,518428,4436
89097,"Lagoa de Cavalcante, 65
Novo Glória
19620-577 Aragão / PB",José Miguel Fernandes,585345,4011
56252,"Lagoa de Vasconcelos, 94
Calafate
95694026 Costela dos Dourados / SE",Maysa Cassiano,359240,1965
66199,"Estrada Ryan Silveira, 90
Dom Joaquim
61419530 Dias da Mata / AM",Enzo Cunha,235989,2540
65742,"Residencial de Siqueira, 38
Universitário
46049259 Pinto do Norte / PB",Sr. Gael da Rosa,938783,3629
17065,"Vila Novais, 81
Vila Antena Montanhês
89977-942 Costa / RS",João Pedro Andrade,765336,2122
13733,"Núcleo Cirino
Santo Antônio
91279683 Barros / BA",Lavínia Duarte,309103,4641
54839,"Quadra Nunes, 420
Santa Margarida
19685476 Montenegro / PE",Maysa Andrade,221605,2271
48737,"Lago Sampaio, 53
Pindorama
73081815 Cunha / BA",Elisa Marques,172954,1178
82581,"Estrada de Freitas, 77
Olhos D'água
68428-312 Moura Grande / AM",Srta. Esther Cirino,250949,4291
99628,"Jardim Câmara, 72
Serra
75215915 Guerra / PE",Anna Liz Cunha,73883,4091
5536,"Morro da Costa, 1
Vitoria
40132661 Ramos / RR",Clara Moreira,611557,4592
96931,"Fazenda Andrade, 99
Santa Cecilia
97470-384 Martins do Sul / MS",Olivia Ribeiro,450039,4383
33362,"Campo Felipe Castro, 790
São Salvador
15068132 Teixeira / PA",Julia Monteiro,556427,2123
34573,"Condomínio de da Cunha
São João
46279-664 Araújo do Campo / SP",Apollo Camargo,411846,2036
46976,"Chácara de Sales, 11
Mantiqueira
34458-960 Nunes Alegre / ES",Ravy Pacheco,434175,3781
12273,"Condomínio Albuquerque, 49
Grotinha
54425668 Moraes / RJ",Ayla Jesus,857045,3326
17599,"Colônia Leão, 66
Jardim Leblon
61554-434 Pastor do Amparo / ES",Mathias Pereira,721106,3555
15060,"Jardim de Cavalcante, 37
Serra
33366-100 Santos de Minas / GO",Dr. Arthur Miguel Cunha,372924,4656
66810,"Colônia Vitor Gabriel Oliveira, 62
Cônego Pinheiro 2ª Seção
25129568 Novais / DF",Dra. Carolina Monteiro,150081,3861
92238,"Loteamento Abreu, 4
Vila Coqueiral
85021-162 Fogaça Paulista / MT",Eduardo da Mata,867237,4442
12539,"Rua Arthur Cavalcante, 24
Vila Cloris
41813785 Martins Verde / AP",Emanuelly Novais,85064,1166
883,"Via de Nogueira, 5
Betânia
86917-417 Jesus da Mata / SP",Sr. Arthur Gabriel Alves,144072,1269
22210,"Praia Sarah Duarte, 867
Mineirão
01367-450 Rezende / AC",Melissa Cavalcanti,578265,1851
27041,"Loteamento Costela
Santa Cecilia
14683566 Barbosa Verde / BA",Julia Dias,229988,3400
45607,"Pátio Aurora Porto, 5
Betânia
55801-654 Novaes do Galho / AM",Carlos Eduardo Carvalho,174059,4134
37891,"Estrada de Nogueira, 9
Vila Santo Antônio Barroquinha
47424257 Barbosa de Pinto / CE",Larissa Brito,398909,4585
44744,"Recanto Milena Abreu
Diamante
10308768 Oliveira / GO",João Costela,360116,4388
85002,"Largo de Vargas
Vila Santo Antônio
29154-345 Dias / SC",Pedro Miguel Sousa,610608,3972
56035,"Parque Caleb Nunes, 432
Independência
36808599 Souza de Silveira / DF",Dante Machado,386329,1364
70775,"Fazenda Luigi Sousa, 43
Pousada Santo Antonio
37149237 Gomes do Norte / MG",Henry Sales,886510,3114
62169,"Trecho de Vargas, 97
Sport Club
35996-533 Fonseca / RR",Gabriel Andrade,621489,614
39316,"Jardim Nicole Santos, 72
Vila Santa Rosa
76740-531 Silva de Pinto / RS",Luara Sales,828278,1344
67791,"Condomínio Diogo Porto, 422
Leticia
70411961 Pacheco Verde / MT",Zoe Silveira,520068,2695
15339,"Esplanada Aurora Cunha
Conjunto Novo Dom Bosco
85118915 Correia / PI",Felipe Vasconcelos,774808,3161
54238,"Travessa Azevedo, 736
Saudade
36817-472 Garcia / PA",Hellena Melo,676096,1325
22628,"Área de Moura, 595
Conjunto Paulo Vi
46937-812 Pinto de Guerra / PR",Lucas Nunes,926978,3630
57032,"Largo Elisa Sousa, 29
Silveira
72187105 da Rosa do Galho / AC",Ana Júlia da Mata,976709,2484
34216,"Fazenda Barros, 90
Vila São Gabriel
34220031 Moraes / AC",Sr. Otávio Castro,71584,1698
27360,"Passarela Albuquerque, 78
Vila São Francisco
22980-900 Rocha / PA",Amanda Barbosa,709832,3440
31085,"Morro Andrade
Nova America
61189241 Campos de da Cruz / RJ",Beatriz Teixeira,317411,3932
23598,"Praça Sá, 116
Vila Antena Montanhês
16960667 Borges / RO",Sr. Vitor Souza,317290,3974
10206,"Área de Moura, 60
Esperança
02481078 Pereira da Mata / RS",Mateus Abreu,623165,3315
23790,"Favela Gabrielly Mendonça, 8
Biquinhas
70686-845 Fogaça / BA",Ana Lívia Carvalho,660300,3148
1548,"Distrito de Oliveira
Vila Sesc
49876848 Brito / AM",Sr. Gabriel Porto,605859,3623
6420,"Aeroporto Luiz Miguel Novaes, 149
Alto Dos Pinheiros
99959-006 Araújo / SE",Cauê Fonseca,953982,1319
46848,"Jardim de Vieira, 58
Mirante
92951836 Siqueira de Camargo / TO",Sra. Jade Fernandes,689819,1280
52740,"Via Clarice Martins
Braúnas
27317-368 Macedo / ES",Bruna Pimenta,326700,1497
70063,"Trecho de Melo, 888
Aeroporto
94554-590 Cassiano Alegre / MT",Maria Júlia da Mata,314850,1241
8280,"Recanto Rios, 64
Luxemburgo
16057-251 Nascimento do Campo / CE",Isis Carvalho,74087,3117
39276,"Lago de Costela, 58
Urca
03595-345 Mendonça / SE",Sr. Samuel Silveira,815925,1014
35023,"Jardim Almeida, 47
Pilar
05631-369 Cardoso dos Dourados / DF",Dra. Ayla Rezende,921510,4127
9066,"Vereda Miguel Barbosa
Leonina
91883-937 Sampaio / AM",Dra. Sophie Sousa,964904,1881
61202,"Rua Pires, 3
Vila Trinta E Um De Março
44384-102 Sampaio / SC",Breno Cunha,888822,980
98335,"Lagoa Maria Julia Ribeiro, 13
São Bento
43228-893 Almeida de Casa Grande / PR",Valentim Castro,500652,2886
43247,"Recanto da Cruz, 75
Cabana Do Pai Tomás
62078-651 Moura de Montenegro / AM",Henry Gabriel Viana,253900,4148
9714,"Travessa Macedo, 75
Serra Do Curral
57841-655 Dias do Amparo / ES",Ísis Marques,505521,1213
38552,"Campo de Azevedo, 8
São Francisco Das Chagas
16887-974 Cavalcanti Grande / MG",Mirella da Mata,711757,1587
96387,"Vale Rocha, 7
Comiteco
51360625 Abreu do Norte / GO",Ravi Caldeira,402350,906
48663,"Condomínio de Azevedo, 590
Santa Sofia
25558818 Nunes do Amparo / AP",Sabrina Fogaça,617004,4851
46487,"Travessa Maya da Costa, 14
Das Industrias I
45981-553 Carvalho / AC",Théo Albuquerque,790460,1759
92738,"Via Rhavi Montenegro, 93
Vila Aeroporto Jaraguá
58796-091 Barbosa do Norte / BA",Dra. Bruna Araújo,612277,1523
31524,"Quadra Costela, 218
Taquaril
04672-005 Porto da Prata / MT",Ana Clara Nascimento,855125,4774
57122,"Loteamento Mateus Farias, 906
Vila Suzana Primeira Seção
42791799 da Paz / PR",Davi Ferreira,833535,4901
6661,"Condomínio Pereira, 90
São Tomaz
34918-831 Pinto do Norte / AP",Catarina Costela,97071,4072
74737,"Campo Nathan Teixeira, 538
Monte Azul
55043-861 Nunes da Mata / MS",Evelyn Pereira,562423,3910
84751,"Rua Carvalho, 83
Vila Antena Montanhês
48003-550 da Cruz / RJ",Srta. Daniela Cunha,403320,3956
89987,"Lagoa Camargo, 88
Santa Monica
30598-678 Nogueira / MG",Dr. Mathias Nogueira,361044,1480
8710,"Morro Nogueira, 4
Vitoria Da Conquista
33129010 Moraes / ES",André Camargo,708839,4499
18668,"Campo de Guerra, 2
Horto
30776-558 Vieira da Serra / RO",Dra. Natália da Luz,216415,2626
70951,"Praça Arthur Gabriel Araújo, 43
Conjunto Celso Machado
52692-036 Barros da Praia / RS",Olivia Vasconcelos,385066,3940
17152,"Passarela Silveira, 30
Mirtes
53855567 Albuquerque do Oeste / PE",Maria Eduarda Alves,241815,927
67998,"Núcleo Jade Jesus, 64
Vila Vista Alegre
94523-084 Campos das Flores / PB",Arthur Gabriel Pereira,345596,1331
69467,"Travessa Josué Garcia, 225
Inconfidência
53566-345 Caldeira / RO",Isis Cavalcante,653949,1282
91375,"Área de Barbosa
Nova Vista
54553999 da Rosa de Barbosa / SC",Maysa Camargo,613432,1678
96602,"Campo Fonseca, 14
Cachoeirinha
33311092 das Neves da Mata / AP",Maria Vitória Pimenta,217737,696
90963,"Loteamento Milena Santos, 92
Santa Sofia
00187-328 Carvalho / CE",Clara Moreira,464120,1364
33041,"Lago Souza, 78
Vila Real 2ª Seção
20934394 Leão / PE",Jade Machado,428539,1997
87763,"Trevo Montenegro, 65
Cidade Nova
87799560 Dias / SE",Lavínia Aragão,675869,1065
81588,"Área Heitor Barbosa, 87
Cidade Jardim
75624543 Pacheco Verde / RO",Nicole Teixeira,520439,4919
74273,"Vale de Aparecida, 85
Dom Joaquim
46261615 Melo / RO",Ravi Novaes,222884,4738
4638,"Colônia de Rezende, 679
Vila Bandeirantes
57455-923 Nascimento / PA",Otto Novaes,443044,781
55293,"Lago Barros, 749
São Gabriel
79151-321 Silveira / DF",Maria Luiza Jesus,814170,606
13260,"Área Cunha, 70
Vila Tirol
08261-311 Dias das Pedras / RN",Eloah Moreira,664630,2631
65425,"Distrito Pastor, 99
Jaqueline
53632222 Machado do Galho / ES",Sra. Giovanna Câmara,601379,4482
40195,"Setor Bento Sales
Jardim Vitoria
46522075 Caldeira de Gomes / SC",Dr. Luiz Felipe Campos,638099,1183
24591,"Avenida Correia, 850
Petropolis
47932547 Vieira / RJ",Alana Carvalho,971329,2255
90788,"Residencial Cirino, 36
Lajedo
49103596 Pimenta Paulista / RO",Daniela das Neves,894941,1145
94890,"Chácara de Brito, 858
Biquinhas
04189682 da Luz do Amparo / RO",Sr. Calebe Camargo,663891,4370
5028,"Rua de das Neves, 58
Horto
86764156 Siqueira de Minas / AM",Alice Moraes,730851,4004
90986,"Jardim Sá, 91
Monte São José
79630506 Lima / SP",Helena Nascimento,895339,2257
61495,"Área Lucas Gabriel Barbosa, 50
Oeste
21824733 Novaes / BA",Heloisa Andrade,994904,3427
48363,"Quadra de das Neves, 4
Conjunto Taquaril
02930-578 Peixoto de Sales / RJ",Benicio Souza,851661,3772
63822,"Fazenda Ribeiro, 6
Serra Verde
20781-808 da Mota de Rocha / SC",Ana Liz Costa,251445,3267
55375,"Estação Pereira
Colégio Batista
51838-139 Nunes de Leão / AL",Nicolas Pacheco,769401,1537
67606,"Colônia de da Luz, 969
Das Industrias I
19874650 Abreu de Mendes / MS",Melina Sales,102877,2486
40071,"Rua Pimenta, 24
Palmeiras
02485457 Guerra do Campo / RJ",Rael Lima,751967,1035
77399,"Avenida da Rocha, 52
Nova Vista
57520297 Vieira / RN",Lorena Monteiro,831194,3922
92807,"Vila da Costa
Vila União
91242-124 Carvalho dos Dourados / DF",Daniela Gomes,307817,537
45347,"Fazenda Alves, 998
Vila Da Paz
77637490 Siqueira das Pedras / RN",Ana Lívia Carvalho,527745,3297
11914,"Vale Gomes, 8
Vila São Gabriel
72687632 Leão / RS",Théo Rocha,856276,1687
29426,"Recanto Garcia, 299
Dom Cabral
96521-625 Azevedo / PA",Dr. Josué Peixoto,57638,688
12567,"Trecho Helena Barros, 7
Barão Homem De Melo 1ª Seção
43369572 Rocha / BA",Rael Vieira,562528,1154
8058,"Via Caio Nunes, 712
Túnel De Ibirité
55644544 da Cunha / MA",Dra. Heloísa Cassiano,333920,2972
55795,"Estação Luiza Costela, 487
Leticia
01437-680 Cassiano dos Dourados / RJ",Luan Pereira,759901,2197
10799,"Viaduto de Correia, 9
Vila Nova Gameleira 3ª Seção
34771021 Câmara / MG",Kevin Freitas,626296,2813
70549,"Viela Oliveira, 87
São Salvador
42166-952 Campos / RR",Sofia Sá,891346,1871
60391,"Trevo Allana Peixoto, 61
Havaí
74352-158 Mendes Alegre / PB",Murilo Vargas,498085,4914
18338,"Aeroporto de da Mota, 1
Álvaro Camargos
12688-992 da Conceição de Correia / SP",Sr. Davi Sousa,127996,3537
64845,"Área Martins, 73
Santo Antônio
87810083 Pimenta de Santos / BA",Dra. Maria Julia Freitas,649955,1557
53955,"Avenida Leonardo da Costa, 7
Baleia
93830-360 da Rocha de Andrade / SC",Vitor Hugo Cavalcanti,583323,4607
64855,"Vereda Maria Luiza Aragão, 75
Goiania
86890-237 Nascimento / RR",Dra. Alexia Vieira,925241,2530
7055,"Trevo Samuel Silva, 6
Novo Aarão Reis
21523461 Martins da Prata / PI",Mariah Cardoso,98728,4805
68689,"Condomínio Davi Azevedo, 128
Mineirão
95049187 Duarte / RS",Lucas Nunes,69324,4003
16287,"Condomínio Aurora Pastor
Pongelupe
48647751 Nunes das Pedras / AM",Theodoro Costa,128274,1563
21959,"Jardim Marcela Mendes, 565
Minas Brasil
30356-280 Fernandes / RN",Théo Andrade,102241,4213
9671,"Sítio de Aragão, 80
Conjunto Celso Machado
76274-711 Siqueira do Campo / PE",Mariane Aparecida,140258,530
70686,"Estrada de Ribeiro, 4
Vila Piratininga
02847-131 Porto de da Cruz / MT",Ana Luiza da Paz,787502,2261
1200,"Conjunto de Borges, 870
Rio Branco
77538739 da Conceição / MA",Alícia Leão,369394,4455
59662,"Trevo Marina Nogueira, 90
Parque São José
55038-990 Almeida / SP",Sr. Henry Gabriel Jesus,994772,3595
1661,"Chácara Pimenta, 1
Baleia
34310-293 Porto Alegre / AC",Luigi Barbosa,887988,1496
91072,"Recanto Henry da Luz, 32
Vera Cruz
07326698 da Rocha do Oeste / PB",Yasmin Barbosa,457148,2086
52959,"Rua Lívia Machado, 914
Conjunto Capitão Eduardo
77742787 Correia das Flores / AL",Enzo Gabriel Fogaça,75140,751
62133,"Loteamento Rezende, 50
Coração De Jesus
64220023 Correia / DF",Lorena Novaes,729265,1705
59271,"Aeroporto de Casa Grande, 85
Maravilha
17537-717 Camargo de da Cruz / TO",Carlos Eduardo Lima,466544,2107
41362,"Pátio Vinícius Novais, 69
Jardinópolis
97325681 Barbosa de Goiás / PI",Joana Fernandes,962345,3153
24389,"Lago da Mota, 292
Monsenhor Messias
56163708 Pereira do Norte / DF",Sra. Aylla Viana,233199,4506
34993,"Vale Vasconcelos, 28
Betânia
18042-234 Cavalcante de Minas / PI",Dra. Mariah Moraes,949690,1873
96425,"Chácara Nina Mendes, 4
Vera Cruz
50508346 Peixoto / MG",Lívia Campos,852254,1044
17943,"Jardim Siqueira, 57
Vila Puc
95113001 Vargas das Pedras / DF",Maria Isis Monteiro,914984,2844
3511,"Ladeira Montenegro, 72
Cabana Do Pai Tomás
34170-406 da Cruz do Amparo / PI",Maria Isis Cirino,147465,4727
7174,"Praia de Abreu, 142
Vila São Gabriel Jacui
96562070 Borges Verde / BA",Luan Martins,675316,2168
15880,"Distrito Marques, 9
Vila Nova Paraíso
39971-269 Monteiro Verde / SC",Davi Lucas Ramos,625683,1539
87269,"Largo de Ribeiro, 535
Nossa Senhora Aparecida
73678802 Aparecida Verde / RO",Caleb Borges,730651,505
95915,"Travessa Rodrigo Sá, 27
Boa Viagem
45915726 Rezende Paulista / PI",Matheus Câmara,175796,3703
94774,"Rua da Cruz, 90
São Paulo
13952-513 Gomes de Minas / MT",Julia da Rosa,983487,2783
91011,"Conjunto Anthony da Cruz, 4
Flavio Marques Lisboa
16666-465 Duarte / RR",Mariah Martins,634072,2648
63956,"Loteamento Pedro Miguel Melo, 4
Jardim Alvorada
47706-548 Freitas / TO",Nathan da Conceição,878747,2589
75159,"Pátio de da Conceição, 8
Nova Cintra
44106-392 Casa Grande / AP",Lucas Gabriel Oliveira,602414,2046
75690,"Loteamento de Barbosa, 55
Barão Homem De Melo 1ª Seção
13743866 da Mata de Moura / AC",Otto das Neves,324627,4685
6068,"Rodovia de das Neves, 95
Unidas
53089-485 das Neves / PB",Henry da Paz,796699,4081
96660,"Rodovia Gonçalves
Madre Gertrudes
94606608 da Cruz / AM",Sr. Theodoro da Conceição,927362,1433
11868,"Pátio Maria Fernanda Gomes
Vila Olhos D'água
90252331 Almeida do Campo / RR",Rafaela Castro,881489,4167
69179,"Pátio de Rezende, 968
Vila Sumaré
46951610 da Cruz de Casa Grande / RO",Francisco Macedo,831852,1727
50344,"Estrada de Araújo
Barão Homem De Melo 3ª Seção
60092-970 Casa Grande / MA",Yuri Porto,102054,4526
47921,"Vale Agatha Siqueira, 49
Alípio De Melo
58828-976 Costa / RO",Alexandre Duarte,492944,3728
39376,"Campo das Neves, 20
Vila Sumaré
04822-850 Ribeiro Grande / MS",Dra. Lorena Souza,991418,745
75238,"Favela Porto, 59
Laranjeiras
20342075 Borges / AL",Dr. Matheus Pinto,529094,1969
10554,"Trevo Calebe Brito, 993
São Vicente
59365-322 da Cruz / PA",Levi Azevedo,70976,4838
55868,"Jardim de Camargo
Santo Antônio
67738-221 Mendes / MA",Maria Sophia Barbosa,748428,2707
99304,"Distrito Sampaio, 8
Milionario
76024-366 Peixoto / PE",Lunna Barbosa,535097,4840
95996,"Quadra Cirino, 454
São João Batista
88747238 da Rosa dos Dourados / DF",Bernardo Fonseca,826713,2188
65444,"Viaduto de da Rocha, 22
Ipiranga
31381-396 Cunha do Amparo / PI",Luiz Felipe Melo,909011,2517
31073,"Sítio Brito, 69
Pindura Saia
04357166 Pimenta / SP",Cecília Viana,94477,4377
1063,"Quadra Câmara
Aguas Claras
11282-469 Jesus do Campo / CE",Henry Gabriel Freitas,276337,1527
72956,"Pátio Montenegro, 59
Tupi A
47302554 Araújo / DF",Larissa Barros,192070,1415
12039,"Viela de Pereira, 89
Vila Copasa
84321753 Santos / PI",Rafael Dias,409845,1154
45458,"Pátio Ana Clara Dias, 74
São Sebastião
79484-858 Novaes / PA",Aylla Gomes,153112,3819
50952,"Avenida Eduarda Rodrigues, 47
Ermelinda
30298902 Nascimento Paulista / RR",Rafael Moura,194374,4497
69282,"Lago Cavalcante
Mangabeiras
19493-844 Cavalcanti / PB",Agatha Araújo,356305,945
3974,"Viela de Nogueira, 771
São João
91275-578 Gonçalves / MG",Ana Cecília Porto,205366,2052
34049,"Estação de da Conceição
Vila Vista Alegre
01026-440 Cassiano / SC",Otávio Souza,840672,3377
76128,"Quadra Teixeira, 9
Santa Lúcia
39971-161 Sales / MS",Maria Flor Camargo,113799,2029
89713,"Trecho da Paz, 73
Pedreira Padro Lopes
22092-971 Pacheco / AC",Sr. Vinícius Vieira,719832,1095
27742,"Residencial de Porto, 98
Flamengo
51230-228 da Mata / PA",Thomas Sales,621181,2030
76396,"Recanto Nogueira, 80
Vila Copasa
53179-762 Ribeiro / PA",Maria Clara Lima,996248,1004
45370,"Quadra Pacheco, 35
Conjunto Santa Maria
74264312 da Costa do Oeste / PB",Srta. Maitê da Conceição,276125,3736
40711,"Praia Aparecida, 967
Cidade Jardim
96821-157 Almeida / RO",Maria Laura Sales,913397,4870
6539,"Trecho da Mota, 857
Cardoso
76733-401 Nogueira de Goiás / MA",Srta. Maria Julia da Cruz,350305,602
64627,"Alameda Sá, 98
Morro Dos Macacos
48868-969 Novaes / AM",Isis Duarte,272147,2727
26733,"Praça de Macedo, 28
Santa Monica
75733-479 da Rosa / PB",Dr. Matteo Vargas,314739,2891
46347,"Feira de Monteiro, 65
Vila Da Luz
70066-702 Cavalcante das Flores / SE",Dr. Antônio Nascimento,743106,3103
41393,"Chácara de Vasconcelos, 9
Brasil Industrial
69788610 da Cruz / BA",Calebe Andrade,413870,3453
65281,"Fazenda Ravy Monteiro, 30
Lindéia
37150-820 Marques de Goiás / AM",Carolina Novais,50089,2654
98789,"Colônia de Oliveira, 9
Dom Bosco
51427-532 da Luz de Marques / AL",Leonardo Duarte,515139,850
85373,"Vila de Cardoso, 3
Tirol
79842513 Sales do Norte / PI",Isabel Andrade,862205,558
66696,"Campo da Mata, 80
Vila Maloca
26351549 Souza / RN",João Miguel Camargo,865437,4303
60221,"Área Sophie Lima, 8
Vila Engenho Nogueira
11235-265 Novaes / SP",Vinícius da Rocha,764385,3094
15396,"Aeroporto de da Cunha, 44
Vila Da Paz
89257501 Garcia / SE",Luiz Gustavo Moura,477236,2607
18794,"Pátio de Vargas, 71
Beija Flor
94248943 Pinto / DF",Bella Ramos,61164,3534
97466,"Praça de Castro, 65
Vila Das Oliveiras
61039-439 Silveira / MA",Lívia Casa Grande,653702,3397
65860,"Praia Diego Fonseca, 45
Conjunto Providencia
03508-897 Pinto da Serra / AC",Aylla Vargas,55040,3263
825,"Alameda Teixeira, 37
João Paulo Ii
94353-210 das Neves de Vargas / AP",Davi Luiz Sampaio,835850,3510
98609,"Praça Sales, 18
Vila Canto Do Sabiá
21650-111 Almeida / MG",Sra. Sophie Alves,241313,4602
63381,"Área Sophie Leão, 6
Estrela
09382-805 Casa Grande / PI",Melina Santos,808650,4914
89364,"Campo João Garcia, 95
Flamengo
01998-494 Duarte do Norte / MA",Vitor Araújo,357851,4554
33353,"Chácara Camargo, 52
Embaúbas
22602802 Oliveira do Amparo / AL",Juliana Borges,351373,4651
74033,"Distrito Brito
Vila São Gabriel
01778735 Araújo / TO",Heitor Siqueira,669656,2406
38870,"Núcleo de Marques, 33
Conjunto Floramar
58818166 Correia de Goiás / RR",Isadora Pires,607111,4570
67345,"Lagoa Teixeira, 8
Boa Viagem
91567-607 Nunes / AM",Lucca das Neves,462784,723
47787,"Loteamento Alice Caldeira, 73
Santo Agostinho
94758343 Vargas dos Dourados / SE",Antonella Andrade,99941,2219
96779,"Avenida Araújo, 351
Cachoeirinha
95752-324 Caldeira do Galho / PI",Paulo Alves,266515,2349
29755,"Praia de Correia, 88
Vila Antena
09292-556 Ferreira da Serra / ES",Pedro Lucas Brito,957128,908
82511,"Recanto Mirella Machado, 44
Novo Tupi
28325290 Aragão / RO",Yago Rocha,602078,2561
16995,"Praça Pedro Henrique Nunes, 70
Havaí
58898384 Teixeira / DF",Maria Fernanda Barros,540005,4496
40594,"Travessa Câmara, 37
Alpes
70824-694 Cirino / MG",Leandro Mendes,586845,1757
73031,"Condomínio Gabriela Casa Grande, 64
Vila Esplanada
30354-720 Garcia / DF",Bruna Jesus,116693,719
50513,"Praça de da Costa
Alto Vera Cruz
78172-328 Ferreira Alegre / ES",Júlia da Conceição,190356,1122
81642,"Parque Raul Garcia, 139
Vila Havaí
31578-351 Pires / SE",Asafe da Rosa,114178,2717
64426,"Vereda Fernando Brito, 47
São Salvador
22127-342 Cirino / MG",Dra. Ana Cecília das Neves,819813,3467
64248,"Via da Conceição, 96
Barão Homem De Melo 1ª Seção
77870-029 Cirino / RR",Rebeca Cirino,651865,4115
68163,"Parque de Vasconcelos, 98
Vila Novo São Lucas
11733313 Oliveira de Goiás / MS",Srta. Ana Pires,916651,1373
90535,"Alameda Esther Rodrigues, 66
Boa Esperança
39100262 Lima / CE",Ana Vitória da Cunha,592891,2827
77830,"Núcleo Correia, 7
Jaraguá
59615112 Fogaça / PI",Matheus Marques,915219,4734
81274,"Recanto Luiz Gustavo Andrade, 409
Pirineus
35716-952 da Cruz do Oeste / RS",Bryan Castro,873603,2961
7926,"Ladeira Maria Flor Duarte
União
90904-461 Guerra do Campo / MG",Kevin Cunha,191432,3152
