idpessoas,nome,cpf,data_nascimento,endereco,telefone,sexo
77281,Danilo Mendes,409.125.763-16,1931-02-15,"Quadra de da Cruz, 104",(084) 8234-0051,M
58920,Maria Cecília Almeida,619.057.843-84,1972-12-29,"Parque de Sá, 70",21 5985 4285,M
10653,Agatha Pacheco,867.531.049-84,1915-06-25,"Aeroporto da Rosa, 270",+55 (031) 2913 0297,M
78358,Mariah Monteiro,743.015.928-14,2019-08-24,"Praça Jesus, 403",+55 41 5741-6587,F
96552,Luigi Aparecida,581.239.647-73,2022-10-29,"Praia da Mata, 5",+55 (071) 6574-5321,F
42772,Sr. Diego Novais,593.178.240-05,1965-03-23,"Chácara de Ferreira, 90",0300-808-8835,F
26741,Danilo Rios,761.935.240-61,1986-03-24,"Via Noah Campos, 40",+55 84 7493-0647,M
58180,Ana Carolina Viana,137.564.209-06,1979-01-24,"Trecho Luan Novaes, 723",(061) 7578-7704,F
66825,Hellena Pinto,570.934.826-00,1910-04-08,"Condomínio Aylla Fonseca, 2",+55 61 9920-3235,F
5282,Nicole Sales,598.104.632-51,2016-06-04,"Aeroporto Mirella Silva, 1",(071) 3492-7027,F
13395,Dra. Heloísa Garcia,940.873.152-23,1916-10-04,"Viaduto de da Cunha, 11",(084) 3812 6446,F
66849,Dom da Cruz,671.495.230-99,1927-05-14,"Sítio Pimenta, 81",0800-014-5475,M
33442,Maria Eduarda Nascimento,013.296.845-24,1940-08-23,"Travessa Ramos, 53",+55 (021) 3095 7287,M
13233,Sr. Ravy Lopes,498.761.503-75,1953-12-16,"Lagoa Guerra, 85",0500 855 1454,M
46695,Caroline Castro,786.531.294-64,1931-03-18,"Estação Fernanda Nascimento, 21",71 2221-9312,F
41127,Dr. Theo Moura,185.293.760-21,2011-07-19,Condomínio Lima,+55 (084) 4813 0123,M
5519,Vinícius Melo,961.073.245-34,1987-02-07,"Passarela de Costa, 949",(021) 5604-7228,F
65771,Enzo Gabriel Costa,012.635.849-42,1912-06-11,"Setor Moura, 21",+55 61 5695-5398,M
60354,Otávio Costela,039.261.485-51,1957-07-02,"Residencial de Peixoto, 15",+55 (011) 2578 2494,M
49246,Liz Carvalho,430.516.287-35,1987-05-03,"Aeroporto Lima, 161",+55 71 3511-2991,F
34663,Rebeca Aparecida,185.740.396-75,1953-09-12,"Praça Antônio Mendonça, 810",0500-926-3415,F
35209,Rhavi Barbosa,846.527.391-09,1961-06-05,"Viela Stella Vargas, 27",(061) 8850-4497,M
28867,Ágatha Siqueira,170.584.293-32,1948-07-07,"Pátio de da Cunha, 40",(081) 8540 4852,F
3041,Emanuelly da Paz,853.947.620-74,1950-09-20,"Chácara de Cirino, 34",+55 (021) 6075-9513,F
27117,Enzo Gabriel Farias,685.719.203-03,2002-12-19,"Quadra Ayla Pinto, 585",(031) 6701 6259,F
20176,Yasmin Caldeira,813.095.426-51,2018-11-14,"Lago de da Rosa, 45",51 2271 1172,F
23909,Ana Beatriz Aragão,062.793.481-13,1921-03-19,"Colônia da Cunha, 647",+55 11 1030 6542,F
56727,Cecília Fonseca,058.217.439-23,1945-10-22,Sítio Benicio Mendes,31 9608 9154,F
47219,Amanda Costela,675.428.390-47,1996-02-09,"Conjunto Maria Julia Barros, 35",+55 (084) 4124 4141,F
30573,Matteo Nascimento,981.327.456-55,1911-10-11,"Travessa Clarice Leão, 66",61 6743-8297,F
28383,Thiago Moraes,430.926.178-78,1957-05-23,Vale Davi Lucas Brito,84 0754 7384,M
59725,Ravi Duarte,301.682.594-51,2020-10-03,"Chácara de Fogaça, 98",84 4688 1675,F
24343,Brayan Rezende,069.815.237-95,1987-02-08,"Lago Vitor Hugo Sá, 37",51 0149 7836,M
37845,Thiago Nascimento,291.578.063-30,2022-01-14,"Viaduto Thales Barros, 380",+55 (021) 0081-6960,F
80355,Davi Lucca Marques,023.678.591-59,1943-03-26,"Largo Samuel da Mota, 36",(081) 9385 5211,F
42781,Ana Julia Silveira,640.538.921-98,1925-08-26,"Vereda Nathan Peixoto, 83",+55 (041) 1116 1661,M
15469,João Felipe Pinto,823.590.176-59,1937-03-23,"Jardim José Miguel Fogaça, 132",+55 31 2075 4659,M
12250,Sra. Gabrielly Almeida,092.135.467-34,1973-11-10,"Núcleo Vitória Guerra, 4",0800-256-0808,M
50296,Juliana Garcia,042.631.879-03,1918-04-03,"Vereda Erick da Conceição, 59",(084) 4651-1980,M
54199,Ana Cecília Câmara,587.016.234-35,1938-08-22,"Estrada Leão, 43",(071) 0070 9109,F
40796,Dr. Henry Ferreira,586.479.103-20,1973-08-25,Vale de Pinto,11 8180 5896,M
78705,Murilo Casa Grande,276.054.398-65,1959-11-16,"Sítio Dias, 87",(021) 1968-5869,F
3349,Valentim Freitas,041.628.359-42,1967-04-26,"Praia Andrade, 82",+55 84 9340 6627,F
46369,Srta. Luísa Cavalcante,724.135.986-00,1949-12-01,"Fazenda de Machado, 276",41 7222-8665,F
75648,Dr. Anthony Lima,287.960.435-47,1980-09-27,"Núcleo de Correia, 85",+55 51 6395 8155,M
68216,Bárbara Santos,954.681.073-84,1977-09-25,Sítio José Pedro Guerra,+55 (071) 2737-8588,M
90134,Thomas Costela,157.849.320-04,1973-12-17,"Sítio de Campos, 3",0800-852-4915,M
40285,Olivia Araújo,570.694.182-30,1950-06-25,"Trecho Garcia, 97",81 0972 3526,M
82770,Bernardo Alves,759.138.062-12,1910-03-22,"Avenida de da Mota, 337",+55 (041) 5781 8613,M
61352,Sr. João Felipe da Mata,548.039.176-39,1947-01-20,Estrada Clarice Pastor,21 1157 0270,M
65759,Pedro Siqueira,018.467.953-20,1959-11-23,"Praia de Moura, 83",0300-430-7967,F
94303,Antonella Nunes,903.785.164-93,1963-03-11,"Campo da Conceição, 284",0500-200-8871,M
52178,Kamilly Cirino,061.834.279-69,1999-12-24,"Passarela Aparecida, 9",+55 21 9877 8776,F
30906,Theo Peixoto,264.179.308-31,1981-02-12,"Feira Camargo, 722",41 5421 2437,M
2218,Laís Lopes,702.964.153-16,1935-01-22,"Praça Murilo Lima, 76",(071) 9628 2910,F
52459,Cauã Costela,235.617.089-86,1928-05-09,"Rodovia Dom Sousa, 3",41 7702 0166,M
59562,Sr. Guilherme Vieira,817.423.605-80,1980-11-13,"Campo Ana Liz Cavalcanti, 32",+55 (081) 9460 3316,F
46395,Amanda Araújo,175.069.428-01,2020-01-21,"Lago Novais, 906",(061) 9818 8630,F
14512,Bento Andrade,837.045.692-83,1991-02-26,"Avenida Zoe das Neves, 10",+55 84 5987-5929,M
29596,Erick Sampaio,317.460.258-08,2004-09-10,"Praia Sales, 278",21 2068 6957,M
37904,Helena Nogueira,594.126.780-02,1933-09-07,"Área de Pinto, 44",+55 (084) 4217 9060,M
48342,Eduarda Freitas,702.593.618-95,1909-05-22,"Sítio da Cruz, 432",+55 (071) 0597 5615,M
95790,Dra. Ana Cecília da Mota,671.823.954-28,1911-12-18,"Vila de Ribeiro, 58",0900-536-5033,F
46915,Sr. Luiz Henrique Aragão,495.738.012-05,2005-07-05,"Via Isadora Aparecida, 255",+55 61 0165-0286,M
67792,Pedro Henrique Camargo,517.296.830-02,1922-07-02,"Morro Lunna Monteiro, 366",51 0500 8819,F
11545,Vitória Souza,486.912.750-49,1947-03-28,"Esplanada Nunes, 15",0300-493-1798,M
71642,Leonardo Pimenta,576.308.129-30,1987-10-12,"Ladeira de Gomes, 37",+55 (011) 8087-1388,F
68670,Matteo Nascimento,239.546.081-89,1980-09-06,"Vila Farias, 32",0800-825-4046,M
97761,Mariana da Paz,582.316.097-68,2001-01-31,"Núcleo de Costa, 1",51 7685 8735,F
76806,Clara Novais,493.157.682-64,1953-12-05,"Sítio das Neves, 6",(061) 9893-6957,F
37338,Dr. Henry Siqueira,028.469.735-47,1925-06-28,"Setor João Gabriel Rezende, 9",+55 (084) 6865-5327,F
3363,Stephany Câmara,406.297.138-04,1945-01-26,Loteamento Maria Cecília Carvalho,+55 (071) 8919 4055,F
29870,Maria Laura Teixeira,268.190.547-85,2007-10-20,"Viaduto de Santos, 331",21 5697 9687,F
30807,Heloisa Barros,572.301.689-02,1942-07-29,"Morro Otávio Sousa, 12",(011) 3326 9833,F
5280,Giovanna da Rosa,182.764.509-11,1976-07-22,"Viela Martins, 1",11 5191 9483,F
5792,Marina da Mata,362.045.798-00,1956-09-04,"Passarela de Moraes, 65",(081) 3384 2923,F
20569,Lunna da Costa,327.890.156-86,2015-12-04,"Sítio de da Mota, 16",+55 (084) 4217-1550,F
43174,Bruno Castro,821.509.764-20,1979-03-09,"Feira Duarte, 308",+55 81 6334-4583,M
18555,Isabela Novais,527.601.894-49,1926-02-28,"Quadra da Cunha, 25",+55 (084) 1373-6167,M
35246,Maria Luiza Pires,170.356.289-59,1973-01-31,"Aeroporto Freitas, 63",+55 (061) 0139-2898,M
98302,Juliana Aparecida,781.360.495-48,1972-08-25,"Setor Moreira, 9",+55 (084) 4434 2497,M
9259,Arthur Castro,127.853.609-40,1932-03-19,"Conjunto Renan Sales, 58",+55 (084) 1456 3639,M
25184,Allana Garcia,951.367.028-77,1958-01-24,"Vale Camargo, 352",81 4574 2556,M
7908,Yuri Silva,864.390.127-03,1961-09-10,"Recanto Cunha, 587",(011) 2785-9441,F
52017,Thomas Porto,420.158.697-94,1939-01-12,"Jardim Ana Machado, 16",81 6574 6149,F
67749,Maria Eduarda da Costa,916.450.278-30,1959-06-28,"Viela de Teixeira, 11",11 5738 2641,F
64273,Isaac da Cruz,521.374.096-07,1947-01-07,"Lago Fernando Alves, 7",+55 51 6191 1919,M
49645,Davi da Cruz,713.560.842-90,1956-02-01,"Trevo Giovanna Sampaio, 6",(041) 2000 6061,F
64785,Nicolas Duarte,495.130.786-39,1955-08-21,Distrito de Brito,+55 71 0063 4690,M
50640,Maya Freitas,165.208.497-58,1956-01-06,"Lago de Casa Grande, 88",+55 71 0044 9665,M
13829,Davi Lucas Cassiano,302.187.549-14,2023-03-13,"Conjunto Kamilly Monteiro, 59",0300-117-0782,F
44071,Manuella Ferreira,436.075.829-47,2005-02-06,"Feira de Barros, 94",71 1094 3390,M
8330,João Miguel Sampaio,891.342.056-24,1995-10-06,"Esplanada Peixoto, 601",0500 707 3856,M
90266,Nicolas Souza,186.295.743-64,2012-11-11,"Área Ana Beatriz Mendes, 3",+55 (021) 6809 2206,M
11549,Murilo Vargas,061.789.432-96,2013-12-22,"Núcleo Montenegro, 307",0300-547-0137,F
67675,Pedro Miguel Monteiro,902.516.378-59,1992-06-28,"Estrada Aragão, 48",(081) 5038-1015,M
29907,Théo Aragão,091.258.643-51,1922-09-27,Morro Ian Ribeiro,+55 84 4680-6681,F
9393,Olívia Viana,784.293.156-91,2010-10-06,"Travessa de Carvalho, 38",+55 84 2616-7662,F
12112,Aurora Jesus,348.162.057-80,1982-08-04,"Esplanada Heloisa Guerra, 165",31 9584-8338,F
97252,Maria Luísa Novais,243.670.851-71,2013-09-04,"Setor Amanda Fogaça, 32",+55 (011) 0676 8330,M
41672,Ana Novaes,960.583.714-57,1923-12-05,"Aeroporto de Silveira, 6",81 8199 6449,F
20191,Gabriela Brito,037.984.615-20,2005-12-06,"Rua Gustavo Viana, 90",11 1317 9166,F
83519,Hadassa Brito,590.247.836-74,1923-05-11,"Quadra de Fernandes, 495",+55 21 5850-7390,M
71859,Maria Sophia Nascimento,563.871.240-26,1996-10-15,"Quadra Pacheco, 3",+55 84 8287 1547,F
57671,Daniel da Paz,071.468.593-39,1946-06-24,"Aeroporto Cirino, 31",+55 (041) 4260-4407,F
62317,Thales Garcia,174.208.569-58,1920-04-11,"Chácara Josué Cirino, 63",0900-479-2258,F
52947,Elisa Montenegro,097.364.215-70,1989-05-29,"Vale da Costa, 92",+55 (011) 5577 8071,F
22164,Luiz Otávio da Mata,501.247.896-76,1941-03-29,"Rua Casa Grande, 6",(011) 5973 9195,M
40132,Dra. Nina Gonçalves,035.264.178-90,1999-09-05,"Rua de Fonseca, 681",51 3852 1562,M
29449,Vitor Sampaio,364.709.825-65,1940-06-11,"Núcleo de da Cruz, 441",51 0052 7103,F
89725,Luara da Luz,298.517.634-46,2000-03-14,"Colônia Silveira, 73",81 6448-1177,M
32979,André Pires,892.467.530-38,1990-10-05,"Residencial Santos, 1",61 3950-5780,F
62888,Thomas Rios,740.319.526-43,1985-06-04,"Vereda Augusto Sampaio, 2",(061) 7844 0687,F
78063,Giovanna Martins,746.310.298-03,1997-07-09,Parque de Rios,(011) 9145-1530,M
85760,Laura Siqueira,034.726.581-26,1939-02-04,"Campo Nunes, 66",0900-054-3163,M
93243,Sr. Henry Camargo,410.759.832-23,2018-12-15,"Jardim de Ramos, 71",84 8276 4793,M
90786,Clara Farias,315.960.274-52,2011-04-06,Viaduto da Rosa,(021) 7058 6934,F
47103,Davi Freitas,971.048.362-50,1991-05-30,"Esplanada Luan Castro, 16",(071) 6056 1473,F
58112,Igor Silva,863.241.509-33,2018-08-29,Fazenda Caldeira,71 7926-2552,F
77020,Elisa Melo,513.248.709-23,1994-08-11,"Esplanada Anna Liz Abreu, 4",61 6498-8052,F
62151,Sr. Anthony Andrade,205.149.738-97,1970-07-22,"Feira Montenegro, 95",+55 (041) 4480 4923,F
23646,Heloísa Aragão,451.296.078-30,1960-12-29,"Conjunto Ravi das Neves, 96",81 2109 8641,F
20355,Maria Helena Guerra,709.285.463-65,1995-07-13,"Trecho Ana Clara Jesus, 77",(031) 2970-8777,M
51118,Murilo Novais,092.751.843-05,1925-02-22,"Ladeira Lopes, 1",71 4903-1996,M
19928,Alexandre Novaes,280.561.937-40,1939-01-28,Conjunto de Aparecida,0300-221-8379,M
8804,Vicente Barbosa,012.978.435-41,1923-12-16,"Colônia Luna Porto, 344",+55 41 1023-1400,M
93920,Ana Júlia Costa,426.701.583-07,2011-09-22,"Recanto de Sá, 84",0500-731-8615,F
93827,Agatha da Rosa,946.207.853-00,1911-04-11,"Estrada Mendes, 72",+55 (084) 2610-5383,M
789,Maria Fernanda Jesus,823.675.194-55,1943-06-21,"Alameda Sousa, 78",+55 (081) 1141 1190,M
37327,Laís Porto,689.547.310-66,1962-08-14,"Ladeira Costela, 18",+55 84 3484-4528,F
25959,Dr. Murilo Cavalcanti,258.146.973-00,1911-05-08,"Esplanada Dias, 420",(011) 7107 8363,F
54709,Eloá da Cunha,503.419.826-60,2004-10-20,"Via Andrade, 73",+55 (021) 3351-3284,M
85744,Gabriela Freitas,512.837.960-40,1974-11-23,"Setor Dante Almeida, 69",41 3166-7137,M
47175,Enzo Costa,026.715.384-80,1968-02-13,"Quadra de Machado, 49",31 8888-8523,F
53231,Sr. Henry Andrade,910.845.273-32,1929-06-18,"Feira Nascimento, 800",(061) 2064 7863,F
82329,Dr. Yago Vargas,506.974.218-30,1915-12-30,Parque de Fernandes,0500 886 4476,F
35299,Paulo Viana,972.436.180-22,2022-04-05,"Quadra Guerra, 54",+55 (011) 3317 0355,F
23793,João Felipe Ribeiro,718.304.562-53,1984-07-02,"Travessa Francisco Rios, 263",+55 (081) 2433-6002,F
74306,Sr. Isaque Brito,695.431.208-89,2020-10-12,Trecho Silveira,+55 (041) 4863-4049,M
30483,Emanuel Nogueira,830.571.946-48,2023-09-19,"Viaduto Sampaio, 2",+55 51 4549 2211,F
35523,Srta. Luiza Silva,256.948.103-33,1937-03-21,"Quadra Caleb da Rocha, 86",+55 (051) 9399-0543,F
49690,Vinicius Moreira,839.047.615-01,1988-11-17,"Núcleo Camargo, 73",84 1284-8829,F
52737,Elisa Lima,571.982.634-37,1942-10-05,"Jardim de da Paz, 6",0500-935-2915,F
21873,Dra. Maysa Marques,145.839.267-82,2001-12-14,Largo de Martins,61 6117 2037,M
24534,Luiz Henrique Cassiano,294.508.163-60,1928-09-15,"Largo de Ramos, 109",(084) 1640-7834,M
62246,Ana Vitória Azevedo,540.362.879-74,1908-12-08,"Travessa Vargas, 1",31 6008-9268,F
77038,Benjamim Pinto,526.198.047-01,1942-04-17,"Viaduto Moreira, 79",+55 (021) 2668-3383,F
420,Lorena Rocha,831.245.076-90,2023-05-27,"Colônia de da Rosa, 97",+55 51 0220 2388,F
99446,Srta. Aurora Gonçalves,569.738.410-66,1988-08-07,"Conjunto Henry Gabriel Lopes, 9",0300-570-7106,M
47912,Sophia Mendes,815.923.604-24,1949-05-10,Viela Amanda Vasconcelos,+55 41 8742 7962,F
91851,Pedro da Cruz,574.621.089-76,1966-08-20,"Vila Pedro Henrique Costa, 5",+55 51 7022 4177,F
53517,Laís Teixeira,803.719.246-69,2001-03-18,Travessa Davi Luiz Borges,+55 11 1731 9526,F
51387,Natália Viana,531.896.047-20,1959-06-07,"Viela Gabriel Teixeira, 24",+55 (011) 0887 5419,M
35948,Pedro Novaes,703.281.694-04,1940-01-02,"Passarela Gomes, 64",+55 (011) 1596-6634,M
90806,Stephany Gonçalves,251.693.780-68,2022-05-18,"Recanto Ryan Fernandes, 4",0900-095-0005,F
66704,Marcela Castro,574.926.831-46,2002-04-07,"Recanto de da Costa, 47",61 0521 5128,F
16351,Heloísa Pastor,893.624.507-47,1963-07-14,"Largo Asafe da Rocha, 347",0300 337 3541,M
23715,Enzo Gabriel Camargo,132.470.985-50,1926-05-14,"Núcleo Cauê Nascimento, 47",+55 (031) 3790-6112,F
50994,Leonardo Silveira,605.832.179-40,1938-11-18,Condomínio de Jesus,(041) 3393-3836,F
50332,Kevin Sá,082.456.173-26,1975-03-03,"Parque de Camargo, 330",(031) 3060 8671,F
86039,Sra. Isabel Gonçalves,375.268.941-28,1964-04-13,"Jardim Camargo, 25",(061) 7487 1967,M
47833,Luigi Mendonça,236.451.807-53,1927-07-26,"Vila de Lima, 63",11 4720 5657,M
54456,Gael Aparecida,638.012.795-02,2012-07-11,"Conjunto de Macedo, 50",71 2225 6902,F
62621,Natália Costa,935.280.674-38,1915-12-09,"Aeroporto Rezende, 73",+55 31 1048 1989,M
10385,Juliana da Rocha,254.708.639-56,1996-09-06,"Campo de das Neves, 2",+55 81 8674 8306,F
80248,Valentina Santos,389.620.175-12,1922-08-18,Vale Barbosa,(084) 6085-8277,M
61667,Marina Rodrigues,967.504.821-20,1934-06-26,"Residencial de Barbosa, 574",+55 (011) 2114 1608,M
91726,Sr. Isaque Cardoso,170.438.562-80,1916-12-24,Praça de Camargo,+55 (011) 5544 7689,F
48870,Luiz Henrique Lopes,341.752.806-26,2017-05-02,"Trevo Ribeiro, 92",+55 61 8999-2744,M
47600,Davi Miguel Cardoso,514.802.967-67,2004-10-28,Rodovia de da Cruz,11 8743 1462,M
94569,Ayla Macedo,789.230.451-79,1929-01-23,"Morro de Cardoso, 30",+55 21 5946 0403,F
79041,Sophia Freitas,061.793.582-30,1975-04-16,"Jardim de Montenegro, 4",+55 (021) 1790-4576,M
55487,João Felipe Vargas,065.782.139-02,1974-06-02,"Parque Heloisa Cardoso, 221",+55 (031) 0680-8899,M
98588,Dr. Emanuel Moura,276.018.954-67,1980-07-30,"Chácara Melissa Silva, 157",+55 (031) 8534 4200,M
78205,Alice Mendonça,419.287.630-22,2023-08-02,"Trecho de Moreira, 12",+55 (071) 4520-5319,F
87654,Leonardo Azevedo,784.039.561-93,1959-04-15,"Ladeira de Montenegro, 489",+55 (084) 8228-0433,M
24589,Maria Laura Gomes,035.268.914-51,1975-06-05,"Conjunto de Aparecida, 175",31 4166-9634,F
78268,Sr. Valentim Almeida,156.904.287-01,1932-12-05,"Viaduto Souza, 444",0900 334 2441,M
84215,Sr. Bento Azevedo,691.425.703-52,1958-01-26,"Área Viana, 930",+55 (084) 3861 4440,F
27715,Igor da Costa,784.016.952-01,2021-09-05,"Área de Lima, 48",+55 31 0389 9924,M
80087,Alexandre Pacheco,027.869.345-83,1955-10-07,"Sítio Laura Siqueira, 6",0800-470-5398,M
94845,Ísis Pereira,042.183.675-07,2007-11-11,"Vale Camargo, 96",+55 41 9791-3616,F
5124,Oliver Castro,568.039.421-98,1943-10-09,Vereda Mendes,+55 41 2893-4841,F
47277,Eloah Nunes,485.029.637-83,2024-04-26,"Colônia de Pimenta, 7",+55 (011) 6040 7392,F
81432,Rebeca Aragão,869.725.041-20,1945-09-13,"Vale de Azevedo, 66",+55 81 4733-2624,M
75421,Caroline Costa,280.153.679-21,1932-10-27,"Feira Liz Borges, 9",(071) 5811 9614,F
73136,Maria Clara Novais,863.205.749-92,2018-03-19,"Quadra de da Mata, 13",(071) 0498 7972,F
27009,Ravi Vargas,583.671.409-66,2017-02-15,Estação Ana Carolina Dias,+55 84 8775-5417,M
94690,João Guilherme Monteiro,560.713.294-34,1957-11-07,"Colônia de Araújo, 22",81 0305 0355,F
48636,Ana Liz Jesus,076.943.812-13,2013-10-18,"Colônia Júlia Nunes, 84",41 9318-5128,F
53705,Ana Vitória Duarte,302.716.458-90,1996-04-12,"Loteamento de Monteiro, 31",+55 11 1476 1025,M
40193,Dra. Marina Aparecida,097.381.246-03,1916-06-24,Vila Emilly Aragão,+55 11 5962 4030,F
51691,Fernando Rocha,591.307.462-99,1941-07-23,"Núcleo da Costa, 23",+55 (071) 9971-3456,M
52161,Vitória Moura,459.127.086-67,1930-08-06,"Praça Ana Luiza Aragão, 90",+55 (081) 4662 4182,F
45301,Enzo Sá,903.174.285-60,1931-05-12,"Vila Costa, 53",71 7500 0926,M
29572,Henry Gabriel Cardoso,327.469.851-28,2023-03-13,Núcleo Casa Grande,+55 11 6007 1441,F
86373,Gustavo Novais,901.624.738-69,1945-11-21,"Condomínio de Machado, 512",+55 (021) 9104-6531,F
90505,Gabrielly Cardoso,981.573.420-23,1987-01-07,"Vale Sampaio, 39",81 6332-0016,M
97472,Henry Gabriel Novaes,235.648.917-73,1968-11-28,"Travessa Cirino, 735",0300-945-8925,M
66488,Ravi Siqueira,012.483.765-44,2008-06-08,Praia Bernardo Santos,(051) 9211-6733,F
81632,Dr. Ravy Freitas,651.207.483-17,1973-04-10,Favela de Borges,61 1200-6391,M
89950,Maria Júlia Martins,794.062.381-87,1923-06-19,"Recanto da Cunha, 722",+55 84 7509 4931,F
81944,Allana Camargo,052.396.741-16,1999-09-28,"Praça Joaquim Aparecida, 452",0800 081 1874,M
39919,Miguel Silveira,569.174.802-58,2005-05-25,"Vila Santos, 43",+55 11 3305-6382,M
62916,Srta. Maria Julia Moraes,608.759.321-77,1976-08-20,"Praça José Miguel da Luz, 20",+55 81 1816-8622,F
70294,Marina Borges,859.362.047-74,1952-10-22,"Setor de Siqueira, 40",+55 41 3374 8397,M
20887,Hadassa Silveira,268.391.540-33,1997-03-04,"Travessa Farias, 742",+55 (011) 9318-8131,M
17878,Sra. Maria Julia Pinto,485.197.603-84,1975-11-26,"Residencial Sophie da Rocha, 35",(011) 6823-7682,M
55432,Camila Costela,456.391.072-43,1923-02-28,"Jardim Raquel Cunha, 426",+55 (084) 4599-5488,F
61435,Marcos Vinicius Vargas,428.736.910-69,1953-04-27,"Viela de Fogaça, 67",(021) 8851 1298,F
43659,Maria Cecília Machado,630.827.154-35,1962-12-15,Parque Yuri Lopes,+55 (011) 9202-7936,F
28441,Maria Liz Barbosa,120.956.847-02,2015-10-21,"Lagoa de Novaes, 54",+55 (071) 9521-5064,M
19824,Dr. Valentim Cunha,907.258.134-23,1927-05-07,"Lago Isabelly Moreira, 78",(061) 7198 0946,F
40260,Paulo da Cruz,817.692.345-19,1977-01-24,"Conjunto de Moura, 42",+55 (051) 3286 2151,F
36485,Julia Nogueira,508.176.493-01,1926-06-19,"Esplanada Ana Carolina Almeida, 137",84 4682-2698,M
94501,Isadora Barros,432.915.067-07,1944-10-15,"Ladeira de Aparecida, 55",+55 21 0065 2605,M
10162,Maria Júlia Carvalho,836.017.492-03,1955-04-30,"Via Monteiro, 8",11 7585-7240,F
27576,Maria Fernanda Souza,469.375.281-91,1970-02-15,"Condomínio Maria Alice da Luz, 27",51 0513 6769,M
59415,Davi Miguel Pereira,317.908.526-68,1931-02-09,"Estrada de Câmara, 398",0800-924-2843,F
7827,Luiza da Cruz,312.846.705-62,2018-02-12,"Praia Bruno Barros, 68",(071) 3952 1649,M
51040,Sophie Pires,258.413.960-05,1996-08-23,"Colônia Luiz Otávio Freitas, 4",+55 84 0094 3228,F
1726,Ana Liz Vasconcelos,164.273.850-62,1947-09-11,"Passarela de Cardoso, 7",61 4087-3281,F
22464,Gabrielly Novais,290.634.587-38,1917-05-02,"Praia Casa Grande, 79",11 0697-5352,M
39989,Stella Pires,489.327.516-09,2002-04-21,"Parque Guilherme Albuquerque, 58",+55 (021) 3542 5811,M
14302,Bárbara Ribeiro,453.120.867-62,1939-10-13,"Conjunto Araújo, 79",(041) 1427 2034,F
98552,Thiago Lopes,854.091.273-23,1942-11-24,"Fazenda de Caldeira, 41",51 7401 2000,F
21485,Daniel Correia,694.317.028-78,1937-01-21,"Pátio de Cavalcante, 6",+55 11 7029 7277,M
41426,Ana Clara Albuquerque,943.716.528-91,1981-06-22,"Área Marina Dias, 21",(051) 6714 4524,F
25351,Anthony Mendonça,471.925.860-30,1915-04-17,"Residencial de Pereira, 61",0800 561 8944,F
97081,Srta. Cecilia Silveira,806.425.391-89,1916-03-15,Colônia Cavalcante,+55 (011) 0455 8031,M
14600,Sr. Ryan Cavalcanti,034.216.789-87,1979-05-12,"Colônia Castro, 98",0900-781-5310,F
13180,Yasmin Silveira,143.986.705-48,1941-02-13,"Trevo Oliveira, 909",81 8388 8252,M
61820,Amanda Fernandes,701.256.983-21,2021-06-05,"Loteamento de Lima, 59",84 2644 5605,F
50491,Diego da Costa,265.870.139-02,1930-02-26,"Fazenda Marcela Abreu, 81",+55 81 1092-9546,F
92414,Srta. Larissa Pires,129.876.054-20,1948-03-03,"Parque de da Cunha, 28",+55 (011) 6609 3877,F
72562,Ana Julia Azevedo,369.521.708-12,2003-05-07,"Sítio Felipe Pereira, 43",81 5162-0680,F
62378,Diego da Paz,169.457.028-20,1980-12-15,"Lagoa de Rezende, 81",+55 71 0286 2207,F
54378,Jade Barbosa,098.361.472-50,1980-06-14,"Vale Pinto, 4",+55 71 0780 1303,M
40497,Ana Sophia Almeida,681.734.259-73,1921-11-09,"Loteamento Câmara, 216",+55 61 8930-1785,F
7658,Marcos Vinicius Carvalho,917.306.284-78,2010-10-12,"Trecho Correia, 3",+55 (031) 3166-7924,M
87173,Sr. Asafe Azevedo,327.859.610-21,1924-11-26,"Recanto de Barbosa, 85",(084) 9314 1074,F
28117,Maria Liz Rodrigues,152.698.043-60,1988-07-16,"Área Rodrigo Mendes, 3",+55 (081) 4357-7404,M
56645,Arthur Nunes,385.497.610-01,1943-03-25,"Largo Gomes, 785",(081) 9626-2937,M
34531,Kaique Aparecida,094.835.167-57,1991-11-16,"Loteamento Ana Farias, 84",(061) 4875-5112,M
67498,Valentina Almeida,109.482.657-01,1919-09-02,"Vale de Oliveira, 18",(071) 1167 4741,F
95940,Lunna Ribeiro,589.027.643-38,2016-04-03,"Morro Emilly Rocha, 960",+55 (041) 6947 5509,F
31798,Arthur Miguel Gomes,068.354.912-05,1909-10-10,"Lago de da Conceição, 932",(084) 9937-8310,F
20624,Juliana Guerra,014.538.672-44,1985-01-26,"Largo Josué Cavalcante, 79",(011) 1370-3152,M
40984,Benício Vieira,951.403.782-05,2018-11-21,"Núcleo Brito, 23",+55 (061) 6264 3223,F
94582,Anthony Gabriel Nunes,157.864.029-67,1926-04-06,"Lago Santos, 57",61 7071 9593,M
68843,Leonardo Costela,415.680.372-44,1919-10-20,"Lago Alícia Brito, 33",0800-893-0965,F
26900,Mateus Costa,058.712.493-88,1963-02-07,"Chácara Dom Fogaça, 265",(031) 5266 7212,M
10914,Dr. Marcos Vinicius Santos,963.587.412-09,1955-01-03,"Trecho Macedo, 113",+55 31 5014-0084,F
