idlocacao,inquilino,valor_contrato,vigencia,localizacao,corretor,imovel
13745,Igor Jesus,16295,2023-06-25,"Distrito de Pinto
Solar Do Barreiro
52683-826 Castro / PI",Srta. Yasmin Porto,25794
61766,Sr. José Pedro Cunha,8857,2022-07-23,"Esplanada de Costela, 286
Maria Tereza
77658696 Farias / PI",Sr. Enzo Moreira,4786
19477,Dr. Davi Lucas Farias,2471,2022-05-23,"Chácara de Freitas, 49
Calafate
10276028 Novaes da Mata / RN",Joana Rodrigues,13875
9961,Eloá Sales,1894,2024-08-09,"Conjunto de Lopes, 5
Vila Boa Vista
89859-911 Vieira de Goiás / SC",Clara Correia,58291
12304,Heloísa Teixeira,16449,2022-02-18,"Estrada Davi Miguel Santos, 85
Solimoes
59047-553 Nunes do Amparo / SC",Arthur Vieira,64163
9027,Lunna Vasconcelos,9218,2023-11-08,"Recanto Davi Miguel Cavalcante, 50
Lagoinha Leblon
21759173 Vieira dos Dourados / RR",Sr. Liam Duarte,2897
26806,Maria Flor da Conceição,8659,2024-11-04,"Travessa Ana Laura da Paz, 21
Havaí
61560-087 Cirino dos Dourados / CE",Dra. Ayla Correia,45162
13432,Thomas Nascimento,2846,2023-10-15,"Esplanada de Monteiro, 47
Parque São Pedro
44116-154 Teixeira / ES",Srta. Maria Julia Viana,55723
10957,Erick da Conceição,13381,2022-03-31,"Estação Nogueira, 99
Venda Nova
19485087 Nogueira / PI",Carlos Eduardo Lopes,93295
81408,Ana Júlia Castro,8829,2022-04-24,"Fazenda Alves, 1
Concórdia
07441427 Brito de Sousa / PI",Anthony Gabriel Aparecida,55645
52589,Maitê Barros,5493,2023-06-14,"Praia Sá, 76
Aparecida 7ª Seção
37062-390 Ferreira / MA",Luiz Gustavo Cunha,78122
66377,Lucca Porto,3556,2023-02-23,"Largo Monteiro, 50
Vila Sumaré
53020-889 Cardoso / CE",Dom Câmara,81867
86059,Dr. Vinícius Mendonça,17514,2023-06-27,"Conjunto Gustavo Henrique Garcia, 48
Santa Monica
60803141 Silva / RN",Srta. Isadora das Neves,30413
56869,Alice Rodrigues,3646,2024-06-05,"Parque Luiz Gustavo Câmara, 26
Jardim Montanhês
05186770 Ferreira do Norte / DF",Stephany Pacheco,36679
83192,Arthur Gabriel Nascimento,1947,2022-10-24,"Ladeira de Gonçalves, 21
Cônego Pinheiro 1ª Seção
34849878 Alves / AP",Miguel Teixeira,33112
95146,Sophia Souza,7279,2024-09-16,"Loteamento Bryan Ramos, 399
Vila Engenho Nogueira
59857-106 Camargo de Fonseca / SC",Hadassa Fonseca,30364
81514,Henry Ferreira,17846,2022-09-07,"Favela Andrade, 5
Vila Boa Vista
93342-938 Sampaio / MT",Miguel da Mota,20115
27349,Benício Cunha,12478,2023-10-06,"Avenida Noah das Neves, 785
Jonas Veiga
89489497 Machado / SP",Sra. Brenda Siqueira,72863
69269,Mariana Ferreira,19219,2024-03-24,"Esplanada Larissa Câmara, 86
Santa Amelia
65076384 Sá Verde / AC",Dr. Davi Lucas Azevedo,3809
39272,Henry Sampaio,19922,2024-08-24,"Vale Cunha, 30
Andiroba
41492-212 Pinto / AM",Stephany Ribeiro,78608
82870,Erick Cavalcanti,8799,2022-09-01,"Aeroporto Andrade, 30
Vila São Gabriel
57406344 Abreu de Aragão / GO",Ana Laura Marques,97286
72436,Hadassa Pacheco,1620,2024-01-15,"Vila de Rios, 84
São João Batista
10859-981 Campos / MG",Otto Rios,55109
67593,Maria Clara Casa Grande,9953,2023-12-16,"Trevo Farias
Nova Cachoeirinha
43264706 da Mata do Galho / PR",Luigi Sousa,45238
8483,Agatha Azevedo,8835,2023-10-18,"Área de Mendes, 467
Vila Jardim Alvorada
57701677 Mendonça das Pedras / MS",Bianca Dias,98267
49673,Dr. Léo Alves,19503,2024-10-23,"Núcleo Nicole Oliveira, 34
União
08468176 Vieira Paulista / RR",Joana da Luz,51101
96927,Pedro Miguel Barros,4626,2022-04-23,"Aeroporto de Cardoso, 254
Califórnia
34374-642 Vieira do Campo / PB",Levi Mendonça,37781
93488,Ana Lívia da Rosa,2267,2021-12-28,"Avenida Silva, 4
Saudade
18696429 Mendonça / DF",Cauã Ramos,70260
36167,João Guilherme Barros,2612,2022-07-20,"Núcleo de Monteiro, 40
Aguas Claras
19300108 Albuquerque de Vargas / RN",Kamilly Araújo,4968
86575,Rebeca Andrade,11550,2024-01-07,"Rua de Almeida
Cinquentenário
27511226 da Rocha / PR",Lucca da Mota,72646
52423,Josué Leão,3534,2024-06-22,"Ladeira Miguel Barros
Leticia
05687-578 Mendonça / CE",Gustavo Pereira,87226
47165,Augusto Marques,5701,2023-07-26,"Travessa de Nogueira, 1
Tres Marias
51160166 Pacheco de Guerra / MA",Raquel Ferreira,89501
75083,Léo da Cunha,17541,2022-03-18,"Feira Olivia Nogueira, 46
Taquaril
61985798 Casa Grande do Campo / AC",Dr. Arthur Moraes,10087
17585,Lucas Gabriel Vargas,12508,2024-04-05,"Chácara de Macedo, 583
Vila Real 2ª Seção
37169081 Aparecida / CE",Rhavi Gonçalves,3329
96215,Luísa Borges,5653,2022-08-07,"Residencial Sabrina Cardoso, 973
São João Batista
45899014 da Costa do Amparo / ES",Matteo Monteiro,4769
8756,Dra. Caroline Montenegro,5483,2023-10-12,"Trecho Ana Clara Nunes, 9
Aguas Claras
93097138 Rezende / AL",Srta. Maria Sophia Ramos,9387
62730,Dra. Luiza Silveira,17142,2022-10-04,"Rodovia Teixeira
Lagoa
53718751 Cavalcanti / GO",Rafael Brito,43076
11612,Lívia Moreira,9796,2024-11-14,"Rodovia Caio Brito, 4
Marajó
82683-180 Nascimento / RO",Ryan Cavalcante,83042
96140,Maysa Vasconcelos,13547,2023-06-14,"Morro de Gomes
São Paulo
63443278 Caldeira / PB",Alícia Silva,29309
71589,Larissa Siqueira,19493,2023-09-04,"Vila Thiago Guerra, 485
Vila Piratininga
00494978 Sousa de Goiás / GO",Thomas Moura,23281
79439,Ana Júlia Araújo,1349,2023-01-06,"Vereda Gonçalves
Havaí
03254212 Alves / RN",Laura Moura,57811
77102,Vitória Abreu,5904,2022-10-27,"Alameda Pacheco
Serra Do Curral
44849801 Vargas / PB",Arthur Câmara,93038
99237,Danilo Aragão,14969,2021-12-30,"Pátio de Pacheco, 50
São Gonçalo
26756882 Araújo / RS",Carolina Brito,16670
31058,Sra. Emanuelly Rezende,10554,2023-02-18,"Favela Mendes, 6
Vila São Geraldo
06690738 Pires / DF",Noah Costa,41964
8219,Benício Ramos,1415,2023-06-06,"Jardim Maria Isis Caldeira
Aeroporto
05240488 Silveira do Galho / SC",Ian Gomes,66182
5566,Lunna Sá,8135,2023-09-20,"Trevo de Novaes, 22
Conjunto Capitão Eduardo
23053-765 Peixoto de Nogueira / SE",João Vitor Leão,91702
83905,Juan Fogaça,18037,2024-01-16,"Residencial Marcela Carvalho, 40
Morro Dos Macacos
84407751 da Mota / PI",Maria Julia Martins,69473
36507,Vinicius Correia,17306,2023-02-25,"Loteamento Maria Isis Barros, 194
Vila Coqueiral
08119700 Câmara / MG",Olivia da Mota,94581
5161,Noah Viana,17510,2024-06-19,"Morro de Cirino, 44
Conjunto Paulo Vi
17191435 Souza da Serra / RO",Arthur Gabriel Souza,11834
57028,Luan Correia,12338,2024-04-10,"Vila Stella Casa Grande, 99
Vila Satélite
34496-565 Ramos / PA",Manuela Aparecida,59066
93049,Ana Julia Aragão,13868,2023-04-19,"Viela de Cirino, 19
São Gonçalo
05137-560 Souza do Campo / MA",Erick Pinto,64580
24706,Murilo Fernandes,8638,2024-02-06,"Lago Peixoto
Santa Rosa
64892-848 Macedo / RN",Olivia Vargas,86940
2778,Ana Laura Moraes,12582,2024-04-21,"Estrada Pimenta
Providencia
76694767 Pinto do Sul / GO",Kevin Novais,21267
46031,Aurora Costa,6705,2023-05-09,"Trecho de da Conceição, 74
Vila Nova Gameleira 1ª Seção
40932-555 Barros / SC",Léo Freitas,92256
52205,Anthony Gabriel Martins,6773,2022-02-11,"Vereda de Sá
Heliopolis
34016-442 Souza / GO",Isis Santos,6101
41465,Breno da Mota,8978,2022-11-21,"Via Vargas, 51
Nova Suíça
25496-422 Rios do Oeste / MS",Beatriz Mendes,45376
29001,Ana Luiza da Mata,17517,2024-07-27,"Loteamento Marcos Vinicius das Neves, 83
Campo Alegre
95286246 Barros / AC",Isabelly Peixoto,55408
61889,Mirella da Costa,18511,2023-06-02,"Lago Andrade, 2
Nossa Senhora Aparecida
98787387 Garcia Grande / RO",Raul da Cunha,47920
21200,Luan Martins,11150,2024-06-25,"Via João Pedro Borges, 84
Vila Da Amizade
92774503 Cunha / PA",Sr. Benjamim Porto,73320
63074,José Jesus,5960,2023-08-28,"Aeroporto Heitor Azevedo, 59
Conjunto São Francisco De Assis
97757988 Fogaça de Vieira / SP",Arthur Gabriel da Mata,67789
2994,Yuri Pacheco,10629,2023-11-18,"Distrito Cardoso
Nova Cachoeirinha
44011608 Moreira / GO",Sra. Alexia Andrade,45222
53276,Rhavi da Rocha,2754,2023-09-18,"Avenida Júlia Viana
Cidade Nova
94059-468 Albuquerque / RR",Ana Liz Moraes,91296
19315,Dr. Erick da Conceição,8893,2022-08-22,"Lagoa de Costa, 30
Conjunto Floramar
23102684 Moraes / RR",Raquel Silva,66564
23509,Mariana da Cunha,1184,2023-07-22,"Via Noah Alves, 44
Buritis
57034578 Martins de Vieira / GO",Maria Correia,96392
74679,Rodrigo Pinto,3754,2023-07-28,"Morro Camargo
São Luiz
18021-277 da Cunha / SE",Kevin Nogueira,94403
20183,Isaque Correia,3383,2024-09-09,"Praça de Mendes, 79
Madre Gertrudes
43398142 Ribeiro / GO",Srta. Sarah Abreu,17127
32621,Zoe Pereira,14612,2024-03-24,"Conjunto Araújo, 22
Barão Homem De Melo 1ª Seção
92585407 Castro / PR",Luna Gomes,5479
57240,Maria Eduarda Costa,2768,2022-01-13,"Colônia Monteiro, 7
Belmonte
86379-467 Lopes / PE",Maria Isis Lima,31987
21070,Dr. Kevin Moreira,17098,2022-09-30,"Rodovia de Rodrigues, 90
São Francisco Das Chagas
20495-753 Moreira / PR",Srta. Aylla Pacheco,98845
15909,Gustavo Henrique Cavalcante,1599,2022-06-19,"Rodovia José Leão, 87
Santa Rita
21105540 Pires de Goiás / PR",Lívia Ribeiro,51484
29905,Sra. Giovanna Pereira,16708,2023-01-20,"Lago Dias, 44
Cardoso
99221-388 Albuquerque de Goiás / PI",Vicente Viana,39951
20497,Maria Eduarda Novaes,17158,2023-02-22,"Recanto Ribeiro
João Alfredo
14194-474 Almeida das Flores / MA",Marcela Cirino,29353
41007,Sr. Calebe Almeida,19200,2022-03-14,"Vereda Rhavi da Conceição
Bela Vitoria
61746301 Sousa de da Paz / RR",Srta. Lívia Leão,7547
29500,Gael Henrique Ribeiro,3324,2022-12-28,"Área de Gonçalves, 461
Carlos Prates
48381-647 Jesus / RO",Ravi Moura,36791
82487,Júlia Silva,13772,2024-05-02,"Rua Thiago Barbosa, 50
Sagrada Família
94757064 Melo / RS",Caio Aparecida,91513
58542,Vinícius Albuquerque,8254,2024-02-09,"Quadra Caleb Pastor, 64
Mangabeiras
80546-018 Castro de Montenegro / PA",Maria Alice Mendes,95257
91100,Arthur Gabriel Barbosa,3881,2023-12-26,"Vereda Mendonça
Anchieta
54952263 Castro / SP",Bárbara Fonseca,62173
78200,Esther Costela,8606,2024-05-08,"Feira de Sales, 35
Itatiaia
20548093 Brito da Prata / MG",Júlia Fonseca,91947
71477,Rhavi Pereira,6957,2023-08-17,"Setor Fernando da Conceição, 906
Vila Sesc
54862704 Farias de Rodrigues / AL",Rafaela Fogaça,43064
17977,Ágatha Cardoso,3367,2023-03-13,"Condomínio de Rezende, 821
Vila Tirol
50647-954 Fernandes Verde / RJ",Mariane Porto,67965
86596,Kevin das Neves,6595,2022-03-11,"Feira de Jesus, 799
Caiçaras
31617858 Brito do Norte / SC",Lorena Borges,49545
8938,Sra. Maria Flor Barros,15307,2022-08-19,"Feira de Novaes, 40
Nova Floresta
18455-497 Nascimento do Sul / DF",Julia da Costa,98739
11661,Nicolas Casa Grande,15142,2022-11-21,"Trecho de Cunha, 68
Vila União
28578530 Aparecida / MS",Dante Abreu,78478
16953,Thomas da Conceição,7382,2022-05-16,"Rua da Mata, 1
São José
06683-915 Sales das Flores / DF",Isadora Martins,23574
14069,Bernardo Jesus,12865,2022-03-01,"Estação Cecilia Almeida, 71
Serra Do Curral
08508041 Vargas / AM",Ravy Araújo,77076
68376,Valentim Araújo,16151,2024-04-29,"Ladeira de Moura, 87
Brasil Industrial
86382329 Cardoso / MS",Yan Macedo,38578
60253,Dr. Benicio da Conceição,15414,2022-10-20,"Colônia Garcia, 59
Vila Santa Monica 1ª Seção
27467805 da Paz do Galho / ES",Ana Dias,92464
29551,Kaique Leão,9790,2022-08-23,"Setor Théo da Mata, 45
Custodinha
09306-344 da Paz / DF",Ravy da Conceição,25471
64587,Isabelly Sá,3784,2024-05-10,"Jardim Alexia Ramos
Dom Silverio
17957-635 Freitas / RS",Ana Liz da Costa,96472
82850,Ísis Sampaio,1053,2024-11-17,"Sítio Juliana da Luz, 52
Olhos D'água
00042992 Mendonça de Lopes / BA",Ana Clara Alves,55897
74765,Arthur Barbosa,18316,2022-11-08,"Estrada Santos, 29
Horto Florestal
17124410 Rios / PB",Valentim Gonçalves,70567
62534,Dr. Marcos Vinicius da Conceição,10450,2023-09-22,"Praia de Montenegro, 9
Vila Vista Alegre
82814-806 Cavalcanti do Norte / RN",Dr. Caio Ramos,31309
31480,Dra. Nina Carvalho,6558,2022-03-11,"Rua Luana Abreu, 179
Vitoria
40116-797 Borges do Galho / TO",Sra. Sara Pereira,23388
71152,Melissa Casa Grande,3135,2024-06-05,"Trevo Peixoto, 5
Campo Alegre
94234-341 Cassiano / SC",Sarah Camargo,75191
87373,Lucca da Conceição,17990,2023-12-14,"Trevo Sousa, 2
Dona Clara
69538744 Casa Grande / AM",Theodoro Monteiro,69481
3541,Joaquim Nunes,11359,2022-01-26,"Campo Dom Pires
Vitoria
15122422 Costa / MG",Oliver Dias,92401
6325,Thiago Pinto,5025,2024-03-30,"Morro Brito, 179
Caiçara - Adelaide
15874251 Albuquerque / SE",Dra. Maria Flor Campos,62932
65929,Luiz Henrique Sousa,6580,2023-11-12,"Setor de Brito, 706
Frei Leopoldo
32319947 Leão do Galho / TO",Gabriel Caldeira,68880
79032,Heitor Ribeiro,1355,2023-06-11,"Parque de Nogueira
Tres Marias
91342-795 Fogaça / AP",Yasmin Pastor,56784
1056,Mathias Pinto,2899,2024-05-29,"Loteamento de Nunes, 17
São Vicente
19580-050 Marques das Flores / MT",Emanuel Aragão,23743
54127,Ana Cecília Gonçalves,5639,2024-06-21,"Trecho Lopes, 442
Alta Tensão 1ª Seção
33367909 Cirino / AL",Srta. Ana Carolina Teixeira,21386
48450,Mathias Cassiano,17556,2023-04-06,"Viela Gustavo Henrique Guerra, 216
Pilar
63946935 Montenegro / DF",Sr. Heitor Abreu,79759
80407,Ana Cecília Gonçalves,6170,2022-05-01,"Residencial Caldeira, 55
Santa Monica
67502850 Sá de Cirino / MG",Vicente Silva,22657
41654,Jade Camargo,15168,2022-03-17,"Passarela de Rocha, 77
Carlos Prates
12549602 Farias do Oeste / PB",Thiago Moraes,81282
75341,Yan Araújo,12937,2022-03-31,"Trecho Cirino, 83
João Paulo Ii
83582-143 Leão de Rodrigues / BA",Maria Cecília Costa,54579
70520,Dr. Vitor Gabriel Sá,18042,2023-01-12,"Quadra de da Luz, 319
Jardim América
60018-816 Correia Alegre / PR",Otávio Farias,6701
33007,Brenda Araújo,11394,2023-07-15,"Travessa Mendes, 43
Chácara Leonina
93559-523 Carvalho / PR",Maitê Dias,81220
42567,Cauã Azevedo,8346,2022-01-08,"Viaduto Viana, 818
Maria Helena
21176793 Sales / RR",Sara Marques,97523
5279,Cauê Cirino,12746,2022-09-27,"Rodovia de Campos, 73
Tiradentes
38378263 Caldeira / RJ",Luiza da Luz,75668
7474,Helena Farias,19849,2023-09-21,"Setor Camargo, 5
Nova Gameleira
23955-119 da Rosa / MT",Caleb Pereira,57499
48876,Leonardo das Neves,17941,2022-09-07,"Largo João Guilherme Melo, 87
Dom Bosco
79263-486 Melo / MT",Anna Liz Mendes,68365
37405,Mariana Brito,8810,2024-09-01,"Rua de Moraes, 10
Vila União
85889-624 da Mota de Costela / AC",Sr. Davi Luiz Sá,9366
56180,Sra. Gabriela Caldeira,2719,2023-12-20,"Praia Luna Silva, 477
Vila Aeroporto Jaraguá
23566-655 Cardoso de Goiás / BA",Bella das Neves,29831
69903,Bento Montenegro,13866,2023-11-03,"Vereda Pinto, 13
Dona Clara
53890-913 Pastor / PI",Emanuelly Pastor,85838
25589,Augusto Lopes,3150,2023-04-23,"Praia Maya Cavalcanti, 9
Savassi
84557-454 Correia do Amparo / ES",Sara Ribeiro,58798
21907,Srta. Maria Laura Martins,13582,2023-08-04,"Viaduto Vargas, 30
Atila De Paiva
19440-457 Macedo / BA",João Guilherme da Paz,99122
55958,Yan da Mata,10521,2023-02-09,"Praia de Castro, 78
Carmo
68007261 Albuquerque do Amparo / SE",Rafael Brito,66281
20378,José Miguel Araújo,5324,2023-05-14,"Travessa de Garcia
Alípio De Melo
57331-290 Farias / BA",Alana Lopes,43669
97269,Isabelly Santos,3667,2021-12-24,"Aeroporto Carvalho
Jardim Vitoria
72710-329 Pimenta / MT",Benício Abreu,67775
44230,Thiago Garcia,19352,2023-07-01,"Lagoa Sousa, 16
União
66812-786 da Luz / MT",Bruna Fernandes,12426
12764,Kamilly Cirino,1639,2024-01-18,"Praça Paulo Novaes, 77
Itapoa
24241-445 Nogueira / MT",Daniel Castro,46970
52597,Thales Araújo,16590,2023-03-19,"Estação Rocha, 48
Santa Isabel
46430-952 da Luz de Minas / SE",Dra. Lavínia Freitas,7190
82486,Dom Aparecida,16743,2023-05-03,"Viela Mendes, 753
Manacas
67912362 da Conceição do Galho / TO",Raul Ramos,65563
91685,Dr. Yago Fonseca,8090,2022-08-29,"Rua Freitas, 97
Marçola
18246-022 Pastor de Mendes / MA",Catarina Duarte,99735
34206,Augusto Novais,12932,2024-01-02,"Colônia Ágatha Leão, 45
Vila Copasa
45218555 Campos dos Dourados / BA",Sra. Luna Mendes,81977
81816,Yuri Rezende,15381,2022-11-26,"Ladeira Novaes, 96
Califórnia
61596533 Fogaça de Pinto / MS",Sofia Cavalcante,63230
14122,Aylla Borges,9218,2023-08-01,"Trecho Montenegro, 19
Lajedo
06165232 da Luz do Norte / MS",Lucas Gabriel Vasconcelos,88081
85991,Esther Aragão,19318,2022-07-11,"Alameda de das Neves, 90
João Pinheiro
34707-887 Correia / ES",Natália Marques,21487
62448,Otávio Jesus,3982,2022-01-27,"Lagoa Arthur Gabriel Fogaça
Jardim Atlântico
00947075 Azevedo / MG",Laura Vieira,24707
22175,Anna Liz Fonseca,3223,2023-07-19,"Rua Porto, 6
Das Industrias I
76560-856 Carvalho da Prata / AM",Arthur Miguel Montenegro,37159
67664,Sra. Clarice Moura,8146,2022-12-30,"Recanto João Lucas Sá, 765
São Vicente
09418474 Ferreira / MS",Guilherme Moreira,8522
23624,Isaque Sá,5791,2022-10-08,"Condomínio de Lopes, 53
Vila Da Amizade
78438522 Rezende / SP",Isabel Santos,47260
45913,Sr. Augusto Siqueira,4373,2023-08-26,"Recanto de da Paz, 38
Universitário
93825-216 Sousa / SP",Diogo Vieira,97518
36161,João Miguel Martins,10788,2021-12-31,"Esplanada Azevedo, 46
Unidas
91770-751 Pinto do Norte / PI",Natália Cirino,12549
98926,Sr. Alexandre da Cunha,10049,2022-01-04,"Loteamento Dias, 30
São Francisco
38630-454 Viana do Amparo / BA",Mariana Teixeira,76852
56879,Liz Castro,7676,2024-01-05,"Trevo Cavalcanti, 79
Novo Aarão Reis
96771-745 Castro / ES",Thiago Barros,79349
59921,Giovanna Pacheco,4882,2021-12-21,"Feira de Araújo, 16
Marmiteiros
10961-905 Teixeira / AP",Renan da Luz,66563
85498,Sr. Yuri Sá,14883,2022-01-02,"Feira da Luz, 64
Confisco
03484045 Montenegro do Campo / RJ",Sarah Azevedo,73487
19695,Júlia Dias,11476,2022-11-22,"Área de Pinto, 81
Milionario
42144641 Montenegro / RR",Ana Liz Peixoto,42371
84136,Rael da Rosa,19867,2022-06-30,"Favela Nogueira, 25
Nossa Senhora De Fátima
47380-536 Cassiano / PE",Sr. Ravi Macedo,14652
21910,Murilo Barros,14015,2024-06-04,"Passarela de Cardoso, 96
Maria Helena
98970719 Leão do Norte / AM",Danilo Costela,51323
6608,Dra. Luna da Luz,14821,2022-09-11,"Estrada Miguel Melo
Ouro Minas
34313-268 Moura da Praia / PI",Srta. Camila Nunes,59529
97872,Dr. Enzo Gabriel da Rocha,3717,2024-07-04,"Vale Carvalho, 50
São Gabriel
89966-270 Porto da Praia / RO",Maria Eduarda Ferreira,7956
84688,Jade Fonseca,15713,2022-12-07,"Condomínio Maria Alice Costela, 40
Custodinha
13628-656 Duarte dos Dourados / AM",Beatriz da Luz,84594
22312,Rebeca Montenegro,7567,2022-09-18,"Lago Mendes, 9
Penha
31118-583 Abreu / SP",Marcos Vinicius da Mota,71333
68625,Dr. Luiz Felipe da Conceição,2044,2023-12-16,"Recanto de Novaes, 47
Beira Linha
19059330 Andrade Verde / PA",Srta. Liz Moraes,78571
86972,Mirella Martins,15068,2022-03-28,"Praça Pereira, 8
Vila Nova Dos Milionarios
90255496 Sá / RO",Apollo Fonseca,76001
56763,Júlia da Luz,18810,2022-10-06,"Pátio de Rios
Marilandia
91374-891 Farias / GO",Luiza Rodrigues,19111
91108,Sr. João Guilherme Brito,5048,2023-10-01,"Praia Moreira, 82
Canadá
14685504 Fogaça da Praia / MT",Maria Luiza Novais,74434
61975,Srta. Alexia Martins,11341,2022-06-02,"Conjunto de Sousa
Vila Inestan
68011658 Vasconcelos de Minas / SE",Maria Flor Novais,89191
27175,Caleb da Mata,11759,2023-07-17,"Residencial de Machado, 2
Delta
01079901 Vargas / RS",Catarina Cavalcanti,62976
75092,Sr. Calebe Fogaça,8212,2022-12-15,"Estrada Barros, 64
Vila Aeroporto Jaraguá
55655883 Mendes de Carvalho / AC",Sr. Bernardo Vieira,51975
20755,Cauã Fonseca,15934,2023-02-17,"Trecho Juan Gonçalves, 30
Tiradentes
00007181 Garcia / DF",Oliver Nogueira,37584
30859,Oliver Duarte,5209,2023-05-28,"Jardim Vasconcelos, 57
Eymard
58727563 Albuquerque do Galho / PB",Antônio Farias,51422
57477,Srta. Lorena Camargo,9941,2022-05-30,"Residencial da Paz, 758
Ernesto Nascimento
59639-883 Moreira Verde / GO",Carlos Eduardo Sousa,1397
70154,Ana Beatriz Teixeira,10940,2023-07-12,"Praia Henry Gabriel Peixoto
Pousada Santo Antonio
32044-773 da Cunha / AM",Davi Marques,86744
53498,Rodrigo Oliveira,1169,2022-10-28,"Parque de Correia, 8
Lagoinha Leblon
55059-492 Souza / RS",Srta. Emanuelly Rios,60527
72739,Catarina Dias,17987,2022-03-19,"Campo Sofia Machado, 252
Vila Mantiqueira
94345-199 Rocha / MG",Isabelly Gonçalves,11317
69101,Srta. Rafaela Dias,19025,2022-05-26,"Trecho Laís Azevedo, 30
Santa Rosa
23951-282 Abreu Verde / PI",Ísis Barros,52954
49697,Ana Julia Barros,4558,2023-08-06,"Jardim Eloah Costa, 88
Satelite
11339375 Barbosa / RJ",Valentim Siqueira,2636
99752,Lara Pastor,1001,2022-09-12,"Trevo Rafaela Viana, 822
Alípio De Melo
62640574 Marques / AL",Gael Freitas,59307
56216,Sarah Cardoso,3545,2022-09-01,"Lagoa Ramos, 59
Itaipu
10144-056 Aragão / RN",Enzo Sampaio,65467
6440,Sr. Paulo Rezende,5459,2024-05-24,"Lagoa Isaque Pimenta, 40
São Pedro
98065908 Peixoto / AC",Maria Sophia Montenegro,39454
13315,Heitor Ribeiro,12689,2024-03-06,"Favela Isabelly da Rosa, 520
Céu Azul
05487782 Peixoto de Andrade / TO",Olivia da Costa,93445
79679,Ana Cecília da Mota,18286,2022-09-18,"Loteamento de Dias, 729
Corumbiara
61959811 Machado do Norte / RR",Isabela Cassiano,81124
93508,Ian da Paz,9672,2024-02-08,"Rodovia Luiz Fernando Albuquerque, 25
Novo Tupi
01927188 Peixoto das Pedras / SC",Anna Liz da Costa,54277
13318,Anna Liz Viana,12021,2023-07-18,"Vale Laura da Cruz, 486
Diamante
13964523 Nascimento das Pedras / PI",Anthony Martins,10053
61522,Maria Luiza Novais,16445,2022-04-19,"Área Hadassa Pereira, 677
Candelaria
86041862 Cardoso das Pedras / MT",Sra. Sarah Novais,75911
6441,Ana Cecília Lima,16230,2022-12-18,"Aeroporto Vicente Andrade, 1
Conjunto Novo Dom Bosco
48772680 Farias do Amparo / BA",Sr. Luiz Otávio Lopes,25303
94839,Henry Melo,8014,2023-10-15,"Viela de Gonçalves, 50
Liberdade
73540-282 Cunha Paulista / RO",Ana Garcia,65844
86648,Oliver Sampaio,16667,2022-05-12,"Colônia de da Rocha
Coração De Jesus
66249-314 Garcia / AM",Stephany Gomes,38207
10735,Bernardo Cirino,15846,2023-06-16,"Núcleo Mendonça, 8
Laranjeiras
00142-217 Casa Grande / DF",Larissa Montenegro,23756
72185,Dra. Lívia Brito,8710,2024-06-10,"Feira Pastor, 72
Santa Cruz
99393-150 Sampaio de Monteiro / PI",Ana Clara Aragão,82537
66929,Luiza Moreira,15934,2022-05-04,"Praia Sá, 9
Atila De Paiva
08833131 Câmara de da Rosa / MG",Lucas Gabriel Machado,81920
41762,Murilo Caldeira,7299,2023-09-01,"Recanto Aparecida, 99
Xodo-Marize
95957427 Silveira / MG",Melissa Gomes,61149
81884,Srta. Emanuelly Siqueira,3928,2024-01-15,"Trevo de Dias, 79
Coração De Jesus
88470152 da Mata Paulista / DF",André Dias,83827
47455,Maria Souza,17209,2024-02-07,"Alameda Luiz Gustavo Moraes, 84
Vila Cloris
18520-766 da Mota / MA",Dra. Ana Julia Souza,58400
50387,Anna Liz Camargo,10790,2023-07-21,"Sítio Sophia Moura, 52
Dona Clara
83608-100 Albuquerque / PA",Ayla Barbosa,28907
19035,Murilo Jesus,9000,2024-02-28,"Estação de Mendonça, 70
Conjunto Paulo Vi
81745-484 Freitas Verde / DF",Lorena Moura,27837
72189,Nina da Conceição,13688,2024-02-20,"Travessa Isis Sales, 988
Cônego Pinheiro 1ª Seção
64649246 Novais das Flores / PR",Dr. Thiago Mendes,20511
41339,João Montenegro,8476,2023-01-06,"Loteamento Maria Luísa Freitas, 92
Dom Joaquim
68837664 Rios / GO",Luiz Fernando Marques,73074
63763,Cauã Abreu,15322,2023-04-20,"Vereda Olivia Teixeira, 7
Boa Viagem
83032358 Andrade / MG",Lucas Gabriel Moraes,94600
88362,Maria Fernanda Gonçalves,9445,2024-11-07,"Loteamento Borges, 9
Nova Suíça
50153-077 Cardoso / SE",Renan Pastor,88599
25738,Heitor Vasconcelos,11531,2024-04-22,"Lago Alves
Flavio De Oliveira
99430-273 Macedo do Campo / RJ",Sr. Cauê Garcia,87071
89888,João Lucas Rios,5503,2023-10-28,"Viaduto de Aragão, 56
Vila Copacabana
41884-724 Sampaio do Campo / PA",Dr. Vinícius Mendes,85558
93656,José Sousa,1001,2022-07-04,"Passarela Maria Helena Andrade, 150
Parque São José
58166-680 Santos Alegre / BA",Ana Cecília Peixoto,45046
13087,Ana Cecília Freitas,14834,2022-07-31,"Favela Lavínia Marques, 780
Xangri-Lá
91008-610 Pacheco / SE",Yuri Lima,80034
38932,Luiz Otávio Gomes,5082,2022-05-10,"Avenida Guilherme Cassiano, 662
Indaiá
20194-101 Oliveira / RS",Ana Laura Mendonça,63167
